surrogate,max info loss,Method,Run,n,f,n_clusters,algorithm,n_components,gini,p value
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
hde-OM1-4,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
hde-OM1-6,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
hde-OM2-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
hde-OM2-2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
hde-OM2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
hde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
mde-OM1-2,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
mde-OM1-5,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
mde-OM3-1,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
mde-OM3-5,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
mde-OM3-10,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
mde-OM3-11,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
mde-OM3-12,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
hde-OM2-2,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
hde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM1-2,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM1-5,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM3-1,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM3-5,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM3-10,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM3-11,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
mde-OM3-12,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
hde-OM1-4,0.25,SPH+CPI,1,1050,100,,,,0.35,0.75
hde-OM1-6,0.25,SPH+CPI,1,1050,100,,,,0.35,0.75
